peak_ID,zv9_target,Z9_chr,Z9_start,Z9_end,G10_chr,G10_start,G10_end,G10_short_chr,G10_short_start,G10_short_end,GFP_score,noGFP_score,labels
noGFP_NFR_fo_2599,ptp4a3,chr19,25681333,25681640,chr19,25611445,25611752,chr19,25611518,25611642,6.66,7.62,nonPSAE
noGFP_NFR_fo_26,mxb,chr1,6440335,6440465,chr1,6934623,6934753,chr1,6934735,6934859,5.58,6.65,nonPSAE
noGFP_NFR_fo_26,mxb,chr1,6440335,6440465,chr1,6934623,6934753,chr1,6934575,6934699,3.69,5.31,nonPSAE
noGFP_NFR_fo_26,mxb,chr1,6440335,6440465,chr1,6934623,6934753,chr1,6934735,6934859,5.58,6.65,nonPSAE
noGFP_NFR_fo_26,mxb,chr1,6440335,6440465,chr1,6934623,6934753,chr1,6934575,6934699,3.69,5.31,nonPSAE
noGFP_NFR_fo_260,pnx,chr10,2821604,2822061,chr10,2767241,2767698,chr10,2767368,2767492,7.02,8.08,nonPSAE
noGFP_NFR_fo_2600,si:dkey-202e17.1,chr19,25980246,25980641,chr19,25910358,25910753,chr19,25910545,25910669,6.26,7.62,nonPSAE
noGFP_NFR_fo_2601,tac1,chr19,26116051,26116454,chr19,26046163,26046566,chr19,26046339,26046463,7.2,8.05,nonPSAE
noGFP_NFR_fo_2602,bloc1s4,chr19,26191116,26191509,chr19,26121228,26121621,chr19,26121395,26121519,6.01,7,nonPSAE
noGFP_NFR_fo_2603,bloc1s4,chr19,26200948,26201759,chr19,26131060,26131871,chr19,26131180,26131304,8.29,9.33,nonPSAE
noGFP_NFR_fo_2605,bloc1s4,chr19,26215755,26215885,chr19,26145867,26145997,chr19,26145898,26146022,4.39,5.77,nonPSAE
noGFP_NFR_fo_2606,pard6gb,chr19,26237211,26237528,chr19,26167323,26167640,chr19,26167428,26167552,6.81,7.61,nonPSAE
noGFP_NFR_fo_2607,pard6gb,chr19,26284311,26284472,chr19,26214423,26214584,chr19,26214453,26214577,4.41,5.7,nonPSAE
noGFP_NFR_fo_2608,pard6gb,chr19,26285583,26286318,chr19,26215695,26216430,chr19,26215914,26216038,8.72,9.41,nonPSAE
noGFP_NFR_fo_2609,pard6gb,chr19,26314085,26314638,chr19,26244197,26244750,chr19,26244537,26244661,7.02,8.01,nonPSAE
noGFP_NFR_fo_261,pitpnb,chr10,3794538,3795030,chr10,3786632,3787124,chr10,3786754,3786878,7.2,8.48,nonPSAE
noGFP_NFR_fo_2610,pard6gb,chr19,26320026,26320190,chr19,26250138,26250302,chr19,26250206,26250330,5.32,6.78,nonPSAE
noGFP_NFR_fo_2611,pard6gb,chr19,26320269,26320847,chr19,26250381,26250959,chr19,26250491,26250615,7.24,8.39,nonPSAE
noGFP_NFR_fo_2612,pard6gb,chr19,26345454,26346201,chr19,26275566,26276313,chr19,26275698,26275822,8.34,9.23,nonPSAE
noGFP_NFR_fo_2613,pard6gb,chr19,26386504,26386603,chr19,26316616,26316715,chr19,26316602,26316726,3.78,5.36,nonPSAE
noGFP_NFR_fo_2614,pard6gb,chr19,26387018,26387422,chr19,26317130,26317534,chr19,26317018,26317142,5.33,6.4,nonPSAE
noGFP_NFR_fo_2614,pard6gb,chr19,26387018,26387422,chr19,26317130,26317534,chr19,26317240,26317364,6.3,7.31,nonPSAE
noGFP_NFR_fo_2614,pard6gb,chr19,26387018,26387422,chr19,26317130,26317534,chr19,26317018,26317142,5.33,6.4,nonPSAE
noGFP_NFR_fo_2614,pard6gb,chr19,26387018,26387422,chr19,26317130,26317534,chr19,26317240,26317364,6.3,7.31,nonPSAE
noGFP_NFR_fo_2615,jarid2b,chr19,26425187,26425908,chr19,26355299,26356020,chr19,26355572,26355696,8.28,9.11,nonPSAE
noGFP_NFR_fo_2616,jarid2b,chr19,26428956,26429169,chr19,26359068,26359281,chr19,26359206,26359330,5.07,6.56,nonPSAE
noGFP_NFR_fo_2617,jarid2b,chr19,26444347,26445063,chr19,26374459,26375175,chr19,26374767,26374891,9.07,9.73,nonPSAE
noGFP_NFR_fo_2618,jarid2b,chr19,26459244,26459551,chr19,26389356,26389663,chr19,26389518,26389642,6.52,7.45,nonPSAE
noGFP_NFR_fo_2619,jarid2b,chr19,26522777,26522983,chr19,26452889,26453095,chr19,26452972,26453096,5.22,6.26,nonPSAE
noGFP_NFR_fo_262,pitpnb,chr10,4123517,4124011,chr10,4115511,4116005,chr10,4115611,4115735,7.26,8.61,nonPSAE
noGFP_NFR_fo_2620,jarid2b,chr19,26523128,26523784,chr19,26453240,26453896,chr19,26453599,26453723,8.27,9.02,nonPSAE
noGFP_NFR_fo_2621,jarid2b,chr19,26565322,26565498,chr19,26495434,26495610,chr19,26495443,26495567,5.4,6.5,nonPSAE
noGFP_NFR_fo_2622,jarid2b,chr19,26588720,26589465,chr19,26518832,26519577,chr19,26519056,26519180,8.89,9.62,nonPSAE
noGFP_NFR_fo_2623,jarid2b,chr19,26591226,26591530,chr19,26521338,26521642,chr19,26521424,26521548,6.76,7.47,nonPSAE
noGFP_NFR_fo_2624,dtnbp1b,chr19,26668394,26668818,chr19,26598506,26598930,chr19,26598683,26598807,6.17,7.2,nonPSAE
noGFP_NFR_fo_2625,dtnbp1b,chr19,26700052,26700179,chr19,26630164,26630291,chr19,26630147,26630271,4.65,5.79,nonPSAE
noGFP_NFR_fo_2626,dtnbp1b,chr19,26700255,26700565,chr19,26630367,26630677,chr19,26630439,26630563,7.2,8.13,nonPSAE
noGFP_NFR_fo_2627,mylipa,chr19,26799053,26799199,chr19,26729165,26729311,chr19,26729189,26729313,4.69,5.79,nonPSAE
noGFP_NFR_fo_2628,si:dkey-283j4.1,chr19,28406344,28406728,chr19,28336456,28336840,chr19,28336604,28336728,6.26,7.78,nonPSAE
noGFP_NFR_fo_2629,med10,chr19,28461890,28462074,chr19,28392002,28392186,chr19,28392026,28392150,5.11,6.28,nonPSAE
noGFP_NFR_fo_263,pitpnb,chr10,4128062,4129041,chr10,4120056,4121035,chr10,4120317,4120441,7.43,8.52,nonPSAE
noGFP_NFR_fo_2630,med10,chr19,28462396,28462787,chr19,28392508,28392899,chr19,28392652,28392776,5.89,7.1,nonPSAE
noGFP_NFR_fo_2631,med10,chr19,28465162,28465646,chr19,28395274,28395758,chr19,28395481,28395605,6.85,7.9,nonPSAE
noGFP_NFR_fo_2632,med10,chr19,28465774,28465949,chr19,28395886,28396061,chr19,28395898,28396022,4.75,5.97,nonPSAE
noGFP_NFR_fo_2633,irx1b,chr19,28615966,28616477,chr19,28546078,28546589,chr19,28546403,28546527,7.04,7.94,nonPSAE
noGFP_NFR_fo_2634,irx1b,chr19,28622846,28623312,chr19,28552958,28553424,chr19,28553220,28553344,5.42,6.49,nonPSAE
noGFP_NFR_fo_2635,irx1b,chr19,28625481,28625842,chr19,28555593,28555954,chr19,28555760,28555884,6.06,7.54,nonPSAE
noGFP_NFR_fo_2636,irx1b,chr19,28633430,28633607,chr19,28563542,28563719,chr19,28563546,28563670,4.87,6.03,nonPSAE
noGFP_NFR_fo_2637,irx1b,chr19,28640799,28641154,chr19,28570911,28571266,chr19,28570994,28571118,6.37,7.4,nonPSAE
noGFP_NFR_fo_2638,irx1b,chr19,28643298,28643905,chr19,28573410,28574017,chr19,28573575,28573699,6.63,8.58,nonPSAE
noGFP_NFR_fo_2639,irx1b,chr19,28649286,28649836,chr19,28579398,28579948,chr19,28579600,28579724,5.39,7.29,nonPSAE
noGFP_NFR_fo_264,pitpnb,chr10,4132345,4132938,chr10,4124339,4124932,chr10,4124591,4124715,8.41,9.23,nonPSAE
noGFP_NFR_fo_2640,irx1b,chr19,28666814,28667013,chr19,28596926,28597125,chr19,28596962,28597086,5.34,6.41,nonPSAE
noGFP_NFR_fo_2641,irx4b,chr19,28703493,28704694,chr19,28633605,28634806,chr19,28634222,28634346,7.25,8.95,nonPSAE
noGFP_NFR_fo_2642,irx4b,chr19,28706699,28707363,chr19,28636811,28637475,chr19,28637008,28637132,7.18,8.41,nonPSAE
noGFP_NFR_fo_2643,si:dkey-261i16.5,chr19,28972384,28973312,chr19,28902496,28903424,chr19,28902926,28903050,7.12,8.49,nonPSAE
noGFP_NFR_fo_2644,zgc:158604,chr19,29399204,29399674,chr19,29329316,29329786,chr19,29329430,29329554,7.49,8.45,nonPSAE
noGFP_NFR_fo_2645,zgc:158604,chr19,29413477,29413802,chr19,29343589,29343914,chr19,29343715,29343839,5.51,6.53,nonPSAE
noGFP_NFR_fo_2646,zgc:158604,chr19,29715326,29715454,chr19,29645348,29645476,chr19,29645345,29645469,3.43,5.63,nonPSAE
noGFP_NFR_fo_2647,tpbga,chr19,30507331,30507658,chr19,14193957,14194284,chr19,14194047,14194171,6.52,7.48,nonPSAE
noGFP_NFR_fo_2648,ntla,chr19,30662309,30662797,chr19,14353797,14354285,chr19,14353991,14354115,7.58,8.37,nonPSAE
noGFP_NFR_fo_2649,ntla,chr19,30666580,30666973,chr19,14358068,14358461,chr19,14358179,14358303,6.96,7.87,nonPSAE
noGFP_NFR_fo_2650,zdhhc18b,chr19,30857009,30857489,chr19,14548389,14548869,chr19,14548472,14548596,7.08,7.97,nonPSAE
noGFP_NFR_fo_2651,marcksl1b,chr19,30977650,30978224,chr19,30144939,30145513,chr19,30145260,30145384,6.17,7.5,nonPSAE
noGFP_NFR_fo_2652,marcksl1b,chr19,30991406,30991806,chr19,30158695,30159095,chr19,30158805,30158929,5.54,6.97,nonPSAE
noGFP_NFR_fo_2653,marcksl1b,chr19,31006534,31006852,chr19,30173823,30174141,chr19,30173920,30174044,7.81,9.17,nonPSAE
noGFP_NFR_fo_2654,marcksl1b,chr19,31007000,31007849,chr19,30174289,30175138,chr19,30174529,30174653,7.92,9.05,nonPSAE
noGFP_NFR_fo_2655,marcksl1b,chr19,31013557,31013779,chr19,30180846,30181068,chr19,30180905,30181029,5.41,6.58,nonPSAE
noGFP_NFR_fo_2656,marcksl1b,chr19,31013888,31014303,chr19,30181177,30181592,chr19,30181203,30181327,4.96,6.61,nonPSAE
noGFP_NFR_fo_2657,marcksl1b,chr19,31016445,31016934,chr19,30183734,30184223,chr19,30183886,30184010,4.83,6.52,nonPSAE
noGFP_NFR_fo_2658,marcksl1b,chr19,31037962,31038647,chr19,30205251,30205936,chr19,30205455,30205579,6.78,7.74,nonPSAE
noGFP_NFR_fo_2659,marcksl1b,chr19,31040963,31041968,chr19,30208252,30209257,chr19,30208864,30208988,7.05,8.45,nonPSAE
noGFP_NFR_fo_266,pitpnb,chr10,4189363,4189889,chr10,4181357,4181883,chr10,4181570,4181694,6.49,7.97,nonPSAE
noGFP_NFR_fo_2660,txlna,chr19,31264014,31264235,chr19,30431303,30431524,chr19,30431338,30431462,4.93,6.25,nonPSAE
noGFP_NFR_fo_2661,khdrbs1b,chr19,31422339,31422788,chr19,30589628,30590077,chr19,30589946,30590070,5.04,6.12,nonPSAE
noGFP_NFR_fo_2663,tspan13b,chr19,31634108,31634308,chr19,30801397,30801597,chr19,30801358,30801482,4.86,6.05,nonPSAE
noGFP_NFR_fo_2664,fam49a,chr19,31877960,31878239,chr19,31045249,31045528,chr19,31045309,31045433,5.52,6.57,nonPSAE
noGFP_NFR_fo_2665,fam49a,chr19,31878442,31879245,chr19,31045731,31046534,chr19,31045962,31046086,8.85,9.57,nonPSAE
noGFP_NFR_fo_2666,fam49a,chr19,31894194,31894658,chr19,31061483,31061947,chr19,31061659,31061783,5.94,7.73,nonPSAE
noGFP_NFR_fo_2667,trit1,chr19,32019450,32019886,chr19,31186739,31187175,chr19,31186962,31187086,8.79,9.66,nonPSAE
noGFP_NFR_fo_2668,trit1,chr19,32028796,32029519,chr19,31196085,31196808,chr19,31196350,31196474,6.13,7.49,nonPSAE
noGFP_NFR_fo_2669,trit1,chr19,32031682,32031989,chr19,31198971,31199278,chr19,31199041,31199165,4.96,6.09,nonPSAE
noGFP_NFR_fo_267,plk2a,chr10,4205606,4205801,chr10,4197600,4197795,chr10,4197617,4197741,3.92,5.59,nonPSAE
noGFP_NFR_fo_2670,myclb,chr19,32066426,32066576,chr19,31233715,31233865,chr19,31233724,31233848,3.62,5.46,nonPSAE
noGFP_NFR_fo_2671,myclb,chr19,32069656,32069919,chr19,31236945,31237208,chr19,31236989,31237113,4.86,5.96,nonPSAE
noGFP_NFR_fo_2672,myclb,chr19,32082290,32082959,chr19,31249579,31250248,chr19,31249934,31250058,7.28,8.76,nonPSAE
noGFP_NFR_fo_2673,arl4ab,chr19,32554055,32554560,chr19,31721344,31721849,chr19,31721663,31721787,6.91,7.89,nonPSAE
noGFP_NFR_fo_2674,hey1,chr19,33057023,33057469,chr19,32224312,32224758,chr19,32224534,32224658,7.34,8.15,nonPSAE
noGFP_NFR_fo_2675,hey1,chr19,33080740,33081206,chr19,32248029,32248495,chr19,32248105,32248229,6.03,7.07,nonPSAE
noGFP_NFR_fo_2676,zbtb10,chr19,33127517,33127949,chr19,32295324,32295756,chr19,32295446,32295570,5.31,6.52,nonPSAE
noGFP_NFR_fo_2677,zbtb10,chr19,33141803,33142374,chr19,32309610,32310181,chr19,32309894,32310018,6.99,7.82,nonPSAE
noGFP_NFR_fo_2678,zbtb10,chr19,33144611,33144964,chr19,32312418,32312771,chr19,32312521,32312645,7.7,8.58,nonPSAE
noGFP_NFR_fo_2679,zbtb10,chr19,33214414,33214893,chr19,32382221,32382700,chr19,32382397,32382521,5.67,7.04,nonPSAE
noGFP_NFR_fo_268,plk2a,chr10,4644766,4644907,chr10,4641060,4641201,chr10,4641136,4641260,5.99,6.9,nonPSAE
noGFP_NFR_fo_2680,zbtb10,chr19,33244122,33244591,chr19,32411929,32412398,chr19,32412186,32412310,4.21,5.98,nonPSAE
noGFP_NFR_fo_2681,zgc:103761,chr19,33375350,33376025,chr19,32543157,32543832,chr19,32543545,32543669,5.27,6.99,nonPSAE
noGFP_NFR_fo_2682,fam92a1,chr19,34607653,34608335,chr19,33655859,33656541,chr19,33656260,33656384,7.94,8.83,nonPSAE
noGFP_NFR_fo_2683,fam92a1,chr19,34611292,34611631,chr19,33659498,33659837,chr19,33659683,33659807,5.24,6.26,nonPSAE
noGFP_NFR_fo_2684,runx1t1,chr19,35095782,35096139,chr19,34143988,34144345,chr19,34144140,34144264,5.77,6.59,nonPSAE
noGFP_NFR_fo_2685,runx1t1,chr19,35096652,35097067,chr19,34144858,34145273,chr19,34144915,34145039,6.04,7.14,nonPSAE
noGFP_NFR_fo_2686,elmo1,chr19,35420930,35421326,chr19,34418411,34418807,chr19,34418573,34418697,6.72,7.89,nonPSAE
noGFP_NFR_fo_2687,ctnnal1,chr19,36394269,36394526,chr19,35258789,35259046,chr19,35258862,35258986,5.43,6.95,nonPSAE
noGFP_NFR_fo_2688,ctnnal1,chr19,36412121,36412484,chr19,35276641,35277004,chr19,35276800,35276924,5.8,6.81,nonPSAE
noGFP_NFR_fo_2689,ctnnal1,chr19,36416594,36416945,chr19,35281114,35281465,chr19,35281201,35281325,6.41,7.37,nonPSAE
noGFP_NFR_fo_269,snx30,chr10,4648749,4649205,chr10,4645043,4645499,chr10,4645191,4645315,7.55,8.59,nonPSAE
noGFP_NFR_fo_2690,ctnnal1,chr19,36417131,36417583,chr19,35281651,35282103,chr19,35281692,35281816,5.99,7.71,nonPSAE
noGFP_NFR_fo_2691,zgc:91910,chr19,36568614,36568863,chr19,35433134,35433383,chr19,35433230,35433354,5.42,6.54,nonPSAE
noGFP_NFR_fo_2692,macf1,chr19,36804792,36805363,chr19,35669312,35669883,chr19,35669470,35669594,6.33,7.7,nonPSAE
noGFP_NFR_fo_2693,macf1,chr19,36807391,36807604,chr19,35671911,35672124,chr19,35671993,35672117,4.69,6.16,nonPSAE
noGFP_NFR_fo_2694,macf1,chr19,36807696,36808033,chr19,35672216,35672553,chr19,35672293,35672417,4.61,5.9,nonPSAE
noGFP_NFR_fo_2695,macf1,chr19,36848624,36848773,chr19,35713144,35713293,chr19,35713145,35713269,3.86,5.13,nonPSAE
noGFP_NFR_fo_2696,macf1,chr19,36880298,36880410,chr19,35744818,35744930,chr19,35744814,35744938,3.77,5.23,nonPSAE
noGFP_NFR_fo_2697,macf1,chr19,36890613,36890808,chr19,35755133,35755328,chr19,35755170,35755294,5.84,6.92,nonPSAE
noGFP_NFR_fo_2698,macf1,chr19,36891285,36891517,chr19,35755805,35756037,chr19,35755836,35755960,6.08,7.71,nonPSAE
noGFP_NFR_fo_2699,rnf19b,chr19,36950048,36950327,chr19,35814568,35814847,chr19,35814632,35814756,5.31,6.33,nonPSAE
noGFP_NFR_fo_27,eng1b,chr1,6754090,6754744,chr1,6995631,6996285,chr1,6995815,6995939,7.47,8.25,nonPSAE
noGFP_NFR_fo_270,snx30,chr10,4681788,4682203,chr10,4678082,4678497,chr10,4678183,4678307,5.88,6.79,nonPSAE
noGFP_NFR_fo_2700,rnf19b,chr19,36950535,36950745,chr19,35815055,35815265,chr19,35815059,35815183,5.32,6.57,nonPSAE
noGFP_NFR_fo_2701,angpt2b,chr19,37246531,37246873,chr19,36111051,36111393,chr19,36111216,36111340,5.6,6.69,nonPSAE
noGFP_NFR_fo_2702,angpt2b,chr19,37780399,37780903,chr19,36644919,36645423,chr19,36645165,36645289,4.87,6.85,nonPSAE
noGFP_NFR_fo_2703,angpt2b,chr19,37804588,37804869,chr19,36669108,36669389,chr19,36669202,36669326,7.58,8.25,nonPSAE
noGFP_NFR_fo_2704,cx30.9,chr19,38558043,38558271,chr19,37422026,37422254,chr19,37422038,37422162,4.33,5.65,nonPSAE
noGFP_NFR_fo_2705,thsd7a,chr19,39162780,39163047,chr19,38026763,38027030,chr19,38026825,38026949,6.25,7.38,nonPSAE
noGFP_NFR_fo_2706,thsd7a,chr19,39168975,39169715,chr19,38032958,38033698,chr19,38033219,38033343,7.4,8.74,nonPSAE
noGFP_NFR_fo_2707,thsd7a,chr19,39171203,39171343,chr19,38035186,38035326,chr19,38035262,38035386,5.01,6.07,nonPSAE
noGFP_NFR_fo_2708,thsd7a,chr19,39171568,39172269,chr19,38035551,38036252,chr19,38035869,38035993,8.02,8.96,nonPSAE
noGFP_NFR_fo_2709,thsd7a,chr19,39172709,39173072,chr19,38036692,38037055,chr19,38036828,38036952,6.35,7.99,nonPSAE
noGFP_NFR_fo_271,snx30,chr10,4836656,4837480,chr10,4832950,4833774,chr10,4833235,4833359,8.11,8.8,nonPSAE
noGFP_NFR_fo_2710,smap2,chr19,39848584,39849127,chr19,38712567,38713110,chr19,38712793,38712917,6.21,7.5,nonPSAE
noGFP_NFR_fo_2711,bai2,chr19,40367136,40367594,chr19,39231119,39231577,chr19,39231387,39231511,6.5,7.47,nonPSAE
noGFP_NFR_fo_2712,bai2,chr19,40391483,40391908,chr19,39255466,39255891,chr19,39255590,39255714,7.24,8.33,nonPSAE
noGFP_NFR_fo_2713,cdk6,chr19,41228599,41229007,chr19,40681137,40681545,chr19,40681276,40681400,6.12,7.53,nonPSAE
noGFP_NFR_fo_2714,cdk6,chr19,41231343,41231791,chr19,40683881,40684329,chr19,40684028,40684152,6.78,7.82,nonPSAE
noGFP_NFR_fo_2715,sgce,chr19,42033178,42033413,chr19,41485432,41485667,chr19,41485518,41485642,5.45,6.72,nonPSAE
noGFP_NFR_fo_2716,dlx6a,chr19,42400400,42400963,chr19,41843414,41843977,chr19,41843500,41843624,5.92,6.92,nonPSAE
noGFP_NFR_fo_2717,dlx5a,chr19,42447992,42448507,chr19,41891006,41891521,chr19,41891100,41891224,7.76,8.53,nonPSAE
noGFP_NFR_fo_2718,wu:fb99g09,chr19,42525466,42525880,chr19,41968480,41968894,chr19,41968585,41968709,5.68,7.14,nonPSAE
noGFP_NFR_fo_2719,wu:fb99g09,chr19,42530255,42530600,chr19,41973269,41973614,chr19,41973433,41973557,6.11,7.84,nonPSAE
noGFP_NFR_fo_272,snx30,chr10,4878000,4878683,chr10,4874294,4874977,chr10,4874630,4874754,8.87,9.47,nonPSAE
noGFP_NFR_fo_2720,wu:fb99g09,chr19,42634568,42635087,chr2,15128845,15129450,chr2,15129000,15129128,5.43,6.58,nonPSAE
noGFP_NFR_fo_2720,wu:fb99g09,chr19,42634568,42635087,chr2,15128845,15129450,chr2,15129054,15129178,7.3,8.25,nonPSAE
noGFP_NFR_fo_2720,wu:fb99g09,chr19,42634568,42635087,chr2,15128845,15129450,chr2,15129000,15129128,5.43,6.58,nonPSAE
noGFP_NFR_fo_2720,wu:fb99g09,chr19,42634568,42635087,chr2,15128845,15129450,chr2,15129054,15129178,7.3,8.25,nonPSAE
noGFP_NFR_fo_2721,si:dkeyp-66g8.1,chr19,43205394,43205918,chr19,42084775,42085299,chr19,42084990,42085114,7.09,7.87,nonPSAE
noGFP_NFR_fo_2722,nfyc,chr19,43611985,43613268,chr19,42491033,42492316,chr19,42491521,42491645,9.4,10.07,nonPSAE
noGFP_NFR_fo_2723,anp32e,chr19,43842644,43842998,chr19,42752446,42752800,chr19,42752610,42752734,5.61,6.74,nonPSAE
noGFP_NFR_fo_2724,pogza,chr19,43950513,43950970,chr19,42860315,42860772,chr19,42860356,42860480,5.97,6.95,nonPSAE
noGFP_NFR_fo_2725,clasp2,chr19,44298808,44299307,chr19,43126576,43127075,chr19,43126626,43126750,6.55,7.54,nonPSAE
noGFP_NFR_fo_2726,clasp2,chr19,44369401,44369832,chr19,43197169,43197600,chr19,43197393,43197517,6.5,7.82,nonPSAE
noGFP_NFR_fo_2727,dclk3,chr19,44565326,44565640,chr19,43392994,43393308,chr19,43393098,43393222,7.43,8.15,nonPSAE
noGFP_NFR_fo_2728,fabp3,chr19,44587178,44587301,chr19,43414846,43414969,chr19,43414859,43414983,5.17,6.55,nonPSAE
noGFP_NFR_fo_2729,fabp3,chr19,44587337,44587693,chr19,43415005,43415361,chr19,43415106,43415230,5.96,7.24,nonPSAE
noGFP_NFR_fo_273,ror2,chr10,5332627,5332934,chr10,5328921,5329228,chr10,5329037,5329161,5.53,7.07,nonPSAE
noGFP_NFR_fo_2730,fabp3,chr19,44591067,44591388,chr19,43418735,43419056,chr19,43418814,43418938,4.27,6.83,nonPSAE
noGFP_NFR_fo_2732,sdc3,chr19,44720685,44720993,chr19,43584347,43584655,chr19,43584396,43584520,6.19,7.71,nonPSAE
noGFP_NFR_fo_2733,nobox,chr19,44750609,44750751,chr19,43554589,43554731,chr19,43554643,43554767,3.9,5.23,nonPSAE
noGFP_NFR_fo_2734,ahdc1,chr19,45114419,45114609,chr19,43873445,43873635,chr19,43873461,43873585,4.99,6.38,nonPSAE
noGFP_NFR_fo_2735,ahdc1,chr19,45114914,45115667,chr19,43872387,43873140,chr19,43872765,43872889,7.27,8.06,nonPSAE
noGFP_NFR_fo_2736,eef1a1l1,chr19,45294261,45294521,chr19,43530314,43530574,chr19,43530342,43530466,4.77,6.04,nonPSAE
noGFP_NFR_fo_2737,gatad1,chr19,45449891,45450208,chr19,44348113,44348430,chr19,44348209,44348333,5.45,6.69,nonPSAE
noGFP_NFR_fo_2739,ptpro,chr19,46503545,46503656,chr19,45396815,45396926,chr19,45396658,45396900,4.99,6.22,nonPSAE
noGFP_NFR_fo_274,fut10,chr10,5949955,5950460,chr10,7393122,7393627,chr10,7393337,7393461,7.47,8.36,nonPSAE
noGFP_NFR_fo_2740,ptpro,chr19,46503885,46504193,chr19,45397155,45397463,chr19,45397275,45397399,6.4,7.98,nonPSAE
noGFP_NFR_fo_2741,ptpro,chr19,46863565,46864200,chr4,54343,54978,chr4,54745,54869,7.7,8.7,nonPSAE
noGFP_NFR_fo_2742,ptpro,chr19,46871270,46871785,chr4,62048,62563,chr4,62218,62342,7.71,8.57,nonPSAE
noGFP_NFR_fo_2743,zgc:92022,chr19,47030467,47031853,chr4,220862,222248,chr4,221908,222032,6.04,7.1,nonPSAE
noGFP_NFR_fo_2744,trps1,chr19,47576393,47576782,chr19,46086567,46086956,chr19,46086673,46086797,7.8,8.73,nonPSAE
noGFP_NFR_fo_2745,cap2,chr19,47726037,47726443,chr19,46608838,46609244,chr19,46609013,46609137,6.76,7.59,nonPSAE
noGFP_NFR_fo_2746,rbm24a,chr19,47796792,47797242,chr19,46538039,46538489,chr19,46538221,46538345,7.16,8.21,nonPSAE
noGFP_NFR_fo_2747,utp23,chr19,47938254,47938425,chr19,46396856,46397027,chr19,46396818,46396942,5.45,6.82,nonPSAE
noGFP_NFR_fo_2748,utp23,chr19,47938480,47938944,chr19,46396337,46396801,chr19,46396534,46396658,7.15,8.97,nonPSAE
noGFP_NFR_fo_275,zgc:136254,chr10,7070313,7070585,chr10,8083113,8083385,chr10,8083244,8083368,6.72,7.49,nonPSAE
noGFP_NFR_fo_2750,mapk15,chr19,48521623,48522245,chr19,47044893,47045515,chr19,47045269,47045393,8.83,9.7,nonPSAE
noGFP_NFR_fo_2751,ext1c,chr19,49246076,49246287,chr19,47748306,47748517,chr19,47748341,47748465,5.19,6.18,nonPSAE
noGFP_NFR_fo_2752,psmb2,chr19,49294993,49295455,chr19,47829527,47829989,chr19,47829715,47829839,6.65,7.5,nonPSAE
noGFP_NFR_fo_2753,psmb2,chr19,49296356,49296633,chr19,47830890,47831167,chr19,47830991,47831115,5.34,6.4,nonPSAE
noGFP_NFR_fo_2754,psmb2,chr19,49300412,49301069,chr19,47834946,47835603,chr19,47835152,47835276,7.64,8.54,nonPSAE
noGFP_NFR_fo_2755,psmb2,chr19,49304470,49304826,chr19,47839004,47839360,chr19,47839114,47839238,5.63,7.2,nonPSAE
noGFP_NFR_fo_2756,actc1a,chr19,49377869,49378116,chr19,47994926,47995173,chr19,47994954,47995078,4.24,6.14,nonPSAE
noGFP_NFR_fo_2757,foxc1a,chr2,640340,640534,chr2,586733,586927,chr2,586792,586916,6.26,7.19,nonPSAE
noGFP_NFR_fo_2758,foxc1a,chr2,871936,872256,chr2,818228,818548,chr2,818384,818508,7.1,7.83,nonPSAE
noGFP_NFR_fo_2759,prkacbb,chr2,1464654,1465234,chr2,2564385,2564965,chr2,2564488,2564612,6.58,7.96,nonPSAE
noGFP_NFR_fo_276,si:ch211-281k19.2,chr10,7856929,7857175,chr10,5865979,5866225,chr10,5866039,5866163,6.15,7.14,nonPSAE
noGFP_NFR_fo_2760,prkacbb,chr2,1476753,1476892,chr2,2583740,2583879,chr2,2583731,2583855,5.61,6.48,nonPSAE
noGFP_NFR_fo_2761,prkacbb,chr2,1486835,1487199,chr2,2593822,2594186,chr2,2593913,2594037,6.66,7.39,nonPSAE
noGFP_NFR_fo_2762,prkacbb,chr2,1503240,1503926,chr2,2610227,2610913,chr2,2610365,2610489,6.97,8.59,nonPSAE
noGFP_NFR_fo_2763,prkacbb,chr2,1504015,1504381,chr2,2611002,2611368,chr2,2611099,2611223,5.05,6.29,nonPSAE
noGFP_NFR_fo_2764,rpe65a,chr2,2468768,2469167,chr2,2336420,2336819,chr2,2336623,2336747,6.76,7.67,nonPSAE
noGFP_NFR_fo_2765,ipp,chr2,3575153,3575640,chr2,3154522,3155009,chr2,3154704,3154828,6.24,7.34,nonPSAE
noGFP_NFR_fo_2766,ipp,chr2,3607936,3608724,chr2,3272916,3273704,chr2,3273303,3273427,7.02,8.74,nonPSAE
noGFP_NFR_fo_2767,ipp,chr2,3615159,3615818,chr2,3280139,3280786,chr2,3280602,3280726,6.7,8.3,nonPSAE
noGFP_NFR_fo_2768,ipp,chr2,3615911,3616106,chr2,3280795,3280990,chr2,3280826,3280950,4.5,6.26,nonPSAE
noGFP_NFR_fo_2769,phb2,chr2,4406352,4406559,chr2,5263794,5264001,chr2,5263850,5263974,6.72,7.69,nonPSAE
noGFP_NFR_fo_277,si:ch211-281k19.2,chr10,7861088,7861548,chr10,5870138,5870598,chr10,5870307,5870431,6.26,7.86,nonPSAE
